doi,study,auth,treatment,trt_yr_st,trt_yr_end,yrs_btwn_meas,location,site_id,rotation,commodity,output,value,yrly_delta,diff_delta,unit,soc_interp,std,lyr_top,lyr_btm,repl_measures,rep_meas
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2007,2014,7,Sutherland,9,cs,soybean,soc,-2.57,-0.367,0.743166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2007,2014,7,Sutherland,9,ccs,soybean,soc,2.59,0.37,0.666583333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2007,2014,7,Sutherland,9,ccs,soybean,soc,1.95,0.279,0.666583333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2007,2014,7,Sutherland,9,ccs,soybean,soc,-2.44,-0.349,0.666583333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2007,2014,7,Sutherland,9,ccs,soybean,soc,-1.39,-0.199,0.666583333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2007,2014,7,Sutherland,9,ccs,soybean,soc,-2.9,-0.414,0.666583333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2007,2014,7,Sutherland,9,cc,maize,soc,2.34,0.334,0.665166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2007,2014,7,Sutherland,9,cc,maize,soc,1.76,0.251,0.665166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2007,2014,7,Sutherland,9,cc,maize,soc,-2.67,-0.381,0.665166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2007,2014,7,Sutherland,9,cc,maize,soc,-2.42,-0.346,0.665166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2007,2014,7,Sutherland,9,cc,maize,soc,-2.74,-0.391,0.665166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2002,2007,5,Kanawha,6,cs,soybean,soc,2.05,0.41,0.682083333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2002,2007,5,Kanawha,6,cs,soybean,soc,1.34,0.268,0.682083333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2002,2007,5,Kanawha,6,cs,soybean,soc,-1.6,-0.32,0.682083333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2002,2007,5,Kanawha,6,cs,soybean,soc,-1.23,-0.246,0.682083333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2002,2007,5,Kanawha,6,cs,soybean,soc,-1.91,-0.382,0.682083333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2002,2007,5,Kanawha,6,ccs,maize,soc,1.84,0.368,0.688166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2002,2007,5,Kanawha,6,ccs,soybean,soc,1.54,0.308,0.688166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2002,2007,5,Kanawha,6,ccs,soybean,soc,-1.48,-0.296,0.688166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2002,2007,5,Kanawha,6,ccs,soybean,soc,-1.4,-0.28,0.688166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2002,2007,5,Kanawha,6,ccs,soybean,soc,-2.19,-0.438,0.688166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2007,2014,7,Kanawha,6,cs,soybean,soc,2.61,0.373,0.682083333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2007,2014,7,Kanawha,6,cs,soybean,soc,2.34,0.334,0.682083333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2007,2014,7,Kanawha,6,cs,soybean,soc,-2.75,-0.393,0.682083333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2007,2014,7,Kanawha,6,cs,soybean,soc,-2.38,-0.34,0.682083333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2007,2014,7,Kanawha,6,cs,soybean,soc,-2.34,-0.334,0.682083333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2007,2014,7,Kanawha,6,ccs,soybean,soc,2.99,0.427,0.688166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2007,2014,7,Kanawha,6,ccs,soybean,soc,1.97,0.281,0.688166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2007,2014,7,Kanawha,6,ccs,soybean,soc,-2.51,-0.359,0.688166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2007,2014,7,Kanawha,6,ccs,soybean,soc,-2.25,-0.321,0.688166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2007,2014,7,Kanawha,6,ccs,soybean,soc,-2.51,-0.359,0.688166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2007,2014,7,Kanawha,6,cc,maize,soc,2.39,0.341,0.677333333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2007,2014,7,Kanawha,6,cc,maize,soc,1.94,0.277,0.677333333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2007,2014,7,Kanawha,6,cc,maize,soc,-2.66,-0.38,0.677333333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2007,2014,7,Kanawha,6,cc,maize,soc,-2.39,-0.341,0.677333333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2007,2014,7,Kanawha,6,cc,maize,soc,-2.69,-0.384,0.677333333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2002,2007,5,Nashua,8,cs,soybean,soc,1.6,0.32,0.64325,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2002,2007,5,Nashua,8,cs,soybean,soc,1.55,0.31,0.64325,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2002,2007,5,Nashua,8,cs,soybean,soc,-1.32,-0.264,0.64325,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2002,2007,5,Nashua,8,cs,soybean,soc,-1.42,-0.284,0.64325,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2002,2007,5,Nashua,8,cs,soybean,soc,-2.08,-0.416,0.64325,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2002,2007,5,Nashua,8,ccs,soybean,soc,1.8,0.36,0.684666667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2002,2007,5,Nashua,8,ccs,soybean,soc,1.53,0.306,0.684666667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2002,2007,5,Nashua,8,ccs,soybean,soc,-1.6,-0.32,0.684666667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2002,2007,5,Nashua,8,ccs,soybean,soc,-1.37,-0.274,0.684666667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2002,2007,5,Nashua,8,ccs,soybean,soc,-1.97,-0.394,0.684666667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2007,2014,7,Nashua,8,cs,soybean,soc,2.38,0.34,0.64325,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2007,2014,7,Nashua,8,cs,soybean,soc,2.01,0.287,0.64325,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2007,2014,7,Nashua,8,cs,soybean,soc,-2.5,-0.357,0.64325,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2007,2014,7,Nashua,8,cs,soybean,soc,-2.12,-0.303,0.64325,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2007,2014,7,Nashua,8,cs,soybean,soc,-2.45,-0.35,0.64325,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2007,2014,7,Nashua,8,ccs,soybean,soc,2.21,0.316,0.684666667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2007,2014,7,Nashua,8,ccs,soybean,soc,2.13,0.304,0.684666667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2007,2014,7,Nashua,8,ccs,soybean,soc,-2.54,-0.363,0.684666667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2007,2014,7,Nashua,8,ccs,soybean,soc,-2.48,-0.354,0.684666667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2007,2014,7,Nashua,8,ccs,soybean,soc,-3.32,-0.474,0.684666667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2007,2014,7,Nashua,8,cc,maize,soc,2.21,0.316,0.633666667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2007,2014,7,Nashua,8,cc,maize,soc,1.79,0.256,0.633666667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2007,2014,7,Nashua,8,cc,maize,soc,-2.41,-0.344,0.633666667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2007,2014,7,Nashua,8,cc,maize,soc,-2.3,-0.329,0.633666667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2007,2014,7,Nashua,8,cc,maize,soc,-2.59,-0.37,0.633666667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2002,2007,5,Ames,1,cs,soybean,soc,1.88,0.376,0.7,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2002,2007,5,Ames,1,cs,soybean,soc,2.29,0.458,0.7,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2002,2007,5,Ames,1,cs,soybean,soc,-1.56,-0.312,0.7,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2002,2007,5,Ames,1,cs,soybean,soc,-2.13,-0.426,0.7,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2002,2007,5,Ames,1,cs,soybean,soc,-1.95,-0.39,0.7,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2002,2007,5,Ames,1,ccs,soybean,soc,1.28,0.256,0.546044444,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2002,2007,5,Ames,1,ccs,soybean,soc,1.29,0.258,0.546044444,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2002,2007,5,Ames,1,ccs,soybean,soc,-1.34,-0.268,0.546044444,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2002,2007,5,Ames,1,ccs,soybean,soc,-1.24,-0.248,0.546044444,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2002,2007,5,Ames,1,ccs,soybean,soc,-1.42,-0.284,0.546044444,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2002,2007,5,Ames,1,ccs,maize,soc,1.29,0.258,0.546044444,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2002,2007,5,Ames,1,ccs,maize,soc,-1.34,-0.268,0.546044444,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2002,2007,5,Ames,1,ccs,maize,soc,-1.24,-0.248,0.546044444,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2002,2007,5,Ames,1,ccs,maize,soc,-1.42,-0.284,0.546044444,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2007,2014,7,Ames,1,cs,soybean,soc,2.57,0.367,0.7,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2007,2014,7,Ames,1,cs,soybean,soc,1.45,0.207,0.7,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2007,2014,7,Ames,1,cs,soybean,soc,-2.57,-0.367,0.7,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2007,2014,7,Ames,1,cs,soybean,soc,-1.37,-0.196,0.7,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2007,2014,7,Ames,1,cs,soybean,soc,-2.78,-0.397,0.7,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2007,2014,7,Ames,1,ccs,soybean,soc,2.07,0.296,0.546044444,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2007,2014,7,Ames,1,ccs,soybean,soc,1.68,0.24,0.546044444,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2007,2014,7,Ames,1,ccs,soybean,soc,-2.57,-0.367,0.546044444,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2007,2014,7,Ames,1,ccs,soybean,soc,-1.37,-0.196,0.546044444,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2007,2014,7,Ames,1,ccs,soybean,soc,-2.78,-0.397,0.546044444,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2007,2014,7,Ames,1,cc,maize,soc,1.99,0.284,0.607,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2007,2014,7,Ames,1,cc,maize,soc,1.3,0.186,0.607,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2007,2014,7,Ames,1,cc,maize,soc,-2.59,-0.37,0.607,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2007,2014,7,Ames,1,cc,maize,soc,-2.43,-0.347,0.607,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2007,2014,7,Ames,1,cc,maize,soc,-2.79,-0.399,0.607,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2002,2007,5,Armstrong,2,cs,soybean,soc,1.71,0.342,0.704416667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2002,2007,5,Armstrong,2,cs,soybean,soc,1.32,0.264,0.704416667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2002,2007,5,Armstrong,2,cs,soybean,soc,-1.97,-0.394,0.704416667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2002,2007,5,Armstrong,2,cs,soybean,soc,-1.38,-0.276,0.704416667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2002,2007,5,Armstrong,2,cs,soybean,soc,-2.19,-0.438,0.704416667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2002,2007,5,Armstrong,2,ccs,soybean,soc,1.95,0.39,0.708022222,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2002,2007,5,Armstrong,2,ccs,soybean,soc,1.41,0.282,0.708022222,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2002,2007,5,Armstrong,2,ccs,soybean,soc,-1.72,-0.344,0.708022222,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2002,2007,5,Armstrong,2,ccs,soybean,soc,-1.71,-0.342,0.708022222,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2002,2007,5,Armstrong,2,ccs,soybean,soc,-1.77,-0.354,0.708022222,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2002,2007,5,Armstrong,2,ccs,maize,soc,1.41,0.282,0.708022222,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2002,2007,5,Armstrong,2,ccs,maize,soc,-1.72,-0.344,0.708022222,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2002,2007,5,Armstrong,2,ccs,maize,soc,-1.71,-0.342,0.708022222,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2002,2007,5,Armstrong,2,ccs,maize,soc,-1.77,-0.354,0.708022222,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2007,2014,7,Armstrong,2,cs,soybean,soc,2.72,0.389,0.704416667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2007,2014,7,Armstrong,2,cs,soybean,soc,2.45,0.35,0.704416667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2007,2014,7,Armstrong,2,cs,soybean,soc,-2.22,-0.317,0.704416667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2007,2014,7,Armstrong,2,cs,soybean,soc,-2.48,-0.354,0.704416667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2007,2014,7,Armstrong,2,cs,soybean,soc,-3.01,-0.43,0.704416667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2007,2014,7,Armstrong,2,ccs,soybean,soc,3.17,0.453,0.708022222,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2007,2014,7,Armstrong,2,ccs,soybean,soc,2.57,0.367,0.708022222,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2007,2014,7,Armstrong,2,ccs,soybean,soc,-2.48,-0.354,0.708022222,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2007,2014,7,Armstrong,2,ccs,soybean,soc,-2.18,-0.311,0.708022222,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2007,2014,7,Armstrong,2,ccs,soybean,soc,-3.04,-0.434,0.708022222,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2007,2014,7,Armstrong,2,cc,maize,soc,2.34,0.334,0.665166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2007,2014,7,Armstrong,2,cc,maize,soc,1.76,0.251,0.665166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2007,2014,7,Armstrong,2,cc,maize,soc,-2.67,-0.381,0.665166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2007,2014,7,Armstrong,2,cc,maize,soc,-2.42,-0.346,0.665166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2007,2014,7,Armstrong,2,cc,maize,soc,-2.74,-0.391,0.665166667,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2002,2007,5,McNay,7,cs,soybean,soc,1.84,0.368,0.72425,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2002,2007,5,McNay,7,cs,soybean,soc,1.66,0.332,0.72425,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2002,2007,5,McNay,7,cs,soybean,soc,-1.88,-0.376,0.72425,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2002,2007,5,McNay,7,cs,soybean,soc,-1.58,-0.316,0.72425,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2002,2007,5,McNay,7,cs,soybean,soc,-1.79,-0.358,0.72425,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2002,2007,5,McNay,7,ccs,soybean,soc,2.02,0.404,0.732333333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,st,2002,2007,5,McNay,7,ccs,soybean,soc,1.59,0.318,0.732333333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,cp,2002,2007,5,McNay,7,ccs,soybean,soc,-1.93,-0.386,0.732333333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,dr,2002,2007,5,McNay,7,ccs,soybean,soc,-1.71,-0.342,0.732333333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,mp,2002,2007,5,McNay,7,ccs,soybean,soc,-1.79,-0.358,0.732333333,Mg ha-1,delta,na,0,60,40,2
10.1002/saj2.20003,AlKaisi_2020,Al-Kaisi,nt,2007,2014,7,McNay,7,cs,soybean,soc,3.18,0.454,0.72425,Mg ha-1,delta,na,0,60,40,2
